STT,Course ID,Khóa học,Môn học,Chương,Folder,Lesson ID,Tên bài,Loại video,Video ID,Link video,Số tài liệu,Tài liệu (title:url),Ngày tạo,Ngày cập nhật
"972","ly-2k9-ipclass","LÝ 2K9 - IPCLASS","IP01. KHÓA PHÁT TRIỂN NĂNG LỰC VẬT LÍ 12","CHƯƠNG II - KHÍ LÝ TƯỞNG","Chủ đề 2.4: Phương trình trạng thái khí lí tưởng","aPg9V0eSOQyymsyuU2Y8","Buổi 1: Lí thuyết 2.4","hls","b2:2k9 Lý IPCLASS/14/Buoi-1-Li-thuyet-2.4-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20IPCLASS/14/Buoi-1-Li-thuyet-2.4-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","2/7/2026","2/7/2026"
"973","ly-2k9-ipclass","LÝ 2K9 - IPCLASS","IP01. KHÓA PHÁT TRIỂN NĂNG LỰC VẬT LÍ 12","CHƯƠNG II - KHÍ LÝ TƯỞNG","Chủ đề 2.4: Phương trình trạng thái khí lí tưởng","6jawwj7umvHilR1ap89s","Buổi 2- Chữa BT trên lớp (Phần B)","hls","b2:2k9 Lý IPCLASS/14/Buoi-2-Chua-BT-tren-lop-Phan-B--hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20IPCLASS/14/Buoi-2-Chua-BT-tren-lop-Phan-B--hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","6/7/2026","6/7/2026"
"974","ly-2k9-ipclass","LÝ 2K9 - IPCLASS","IP01. KHÓA PHÁT TRIỂN NĂNG LỰC VẬT LÍ 12","CHƯƠNG II - KHÍ LÝ TƯỞNG","Chủ đề 2.4: Phương trình trạng thái khí lí tưởng","jXHQnYwcZHktllBNKFKT","Buổi 3- Chữa BTVN - Phần C","hls","b2:2k9 Lý IPCLASS/15/Buoi-3-Chua-BTVN-Phan-C-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20IPCLASS/15/Buoi-3-Chua-BTVN-Phan-C-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","9/7/2026","10/7/2026"
"975","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1001 - Lớp 10 - Bài toán chuyển động","uX9b965fCGorh1DEceTK","Video lý thuyết Chuyển động ném ngang","drive","https://drive.google.com/file/d/1wHNiTbhuN3KmnGxw7yOaTSX97RSnIfvJ/view?usp=drive_link","https://drive.google.com/file/d/1wHNiTbhuN3KmnGxw7yOaTSX97RSnIfvJ/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"976","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1001 - Lớp 10 - Bài toán chuyển động","hQumaOuS1ZcWbA3fU4eV","Video bài tập minh hoạ câu 5","drive","https://drive.google.com/file/d/1bpfkciuuPRkrCf27WHkViqNKC-hQ7I1M/view?usp=drive_link","https://drive.google.com/file/d/1bpfkciuuPRkrCf27WHkViqNKC-hQ7I1M/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"977","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1001 - Lớp 10 - Bài toán chuyển động","xRPHQH7HNwwhSMQcTyr2","Video chữa chi tiết Bài tập tự luyện","drive","https://drive.google.com/file/d/1F6oIP2TPAFxa4EhUErEE3hWzw_-iNw8n/view?usp=drive_link","https://drive.google.com/file/d/1F6oIP2TPAFxa4EhUErEE3hWzw_-iNw8n/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"978","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1001 - Lớp 10 - Bài toán chuyển động","zGEyuVvKbA5BzT4Ceu49","Video lý thuyết Chuyển động thẳng đều","drive","https://drive.google.com/file/d/17ytbjqKSUk7M1rBoc9aYoc7mUQ4Ol0rZ/view?usp=drive_link","https://drive.google.com/file/d/17ytbjqKSUk7M1rBoc9aYoc7mUQ4Ol0rZ/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"979","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1001 - Lớp 10 - Bài toán chuyển động","urk5MWKNmCeMjAhWQJKT","Video lý thuyết Chuyển động thẳng biến đổi đều","drive","https://drive.google.com/file/d/1qZc0F0Y2bzpMLb8ykSO6dsuB9kW67zv9/view?usp=drive_link","https://drive.google.com/file/d/1qZc0F0Y2bzpMLb8ykSO6dsuB9kW67zv9/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"980","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1001 - Lớp 10 - Bài toán chuyển động","60jhHI8g6ARpxS5qSwqS","Video lý thuyết Rơi tự do","drive","https://drive.google.com/file/d/1YsUQx_fCj_XeyeK14TuqtMa7joeCd-K4/view?usp=drive_link","https://drive.google.com/file/d/1YsUQx_fCj_XeyeK14TuqtMa7joeCd-K4/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"981","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1001 - Lớp 10 - Bài toán chuyển động","TPSJ9XANP1UMft3KNPBy","Video bài tập minh hoạ câu 1 3","drive","https://drive.google.com/file/d/1C9daBp8NDOgBXIGzgx28x4uP3eMTs5hU/view?usp=drive_link","https://drive.google.com/file/d/1C9daBp8NDOgBXIGzgx28x4uP3eMTs5hU/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"982","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1001 - Lớp 10 - Bài toán chuyển động","rmOH8gn3KsZyo2xm8QLu","Video bài tập minh hoạ câu 4","drive","https://drive.google.com/file/d/1pm4TAfbAAu8XapxNArGZ39qfMhEFtolv/view?usp=drive_link","https://drive.google.com/file/d/1pm4TAfbAAu8XapxNArGZ39qfMhEFtolv/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"983","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1002 - Lớp 10 - Ba định luật Newton","dxBo3RfdxmgSlCoinilG","Video chữa chi tiết Bài tập tự luyện","drive","https://drive.google.com/file/d/1jOlToSqVXNEJLBfUN83Fqb_3-f6WXiW4/view?usp=drive_link","https://drive.google.com/file/d/1jOlToSqVXNEJLBfUN83Fqb_3-f6WXiW4/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"984","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1002 - Lớp 10 - Ba định luật Newton","4T5B82YYcsAQM3uABMv9","Video chữa chi tiết Bài tập về nhà","drive","https://drive.google.com/file/d/1Csy9Ig_GGnEXjaIErJVrTOAderOQyqOY/view?usp=drive_link","https://drive.google.com/file/d/1Csy9Ig_GGnEXjaIErJVrTOAderOQyqOY/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"985","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1002 - Lớp 10 - Ba định luật Newton","nhpy6cfny3HzIHNgmzKT","Video lý thuyết Định luật 2 Newton","drive","https://drive.google.com/file/d/1kwfQisNlkHOmafZYFW2-RWtPqVX9ONEU/view?usp=drive_link","https://drive.google.com/file/d/1kwfQisNlkHOmafZYFW2-RWtPqVX9ONEU/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"986","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1002 - Lớp 10 - Ba định luật Newton","HleF1hgDRRuULaLmw3wV","Video lý thuyết Định luật 1 Newton","drive","https://drive.google.com/file/d/1ATVEtHatqKFKAVQgJvw37Ps366tI359k/view?usp=drive_link","https://drive.google.com/file/d/1ATVEtHatqKFKAVQgJvw37Ps366tI359k/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"987","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1002 - Lớp 10 - Ba định luật Newton","JDsN7L0upodvxycNZXfD","Video lý thuyết Định luật 3 Newton","drive","https://drive.google.com/file/d/18tq7fWBVmcOHPWd54J-QeGPS4IoDbWaC/view?usp=drive_link","https://drive.google.com/file/d/18tq7fWBVmcOHPWd54J-QeGPS4IoDbWaC/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"988","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1003 - Lớp 10 - Phân tích lực, Tổng hợp lực, Điều kiện cân bằng vật rắn","Fbe0aUVGUNUCsKnVMuVM","Video chữa chi tiết Bài tập minh hoạ câu 1 3","hls","b2:2k9 Lý VNA/5/Video-chua-chi-tiet-Bai-tap-minh-hoa-cau-1-3-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/5/Video-chua-chi-tiet-Bai-tap-minh-hoa-cau-1-3-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","25/4/2026","25/6/2026"
"989","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1003 - Lớp 10 - Phân tích lực, Tổng hợp lực, Điều kiện cân bằng vật rắn","Sm56lUfUc2pwq1UKhdk3","Video chữa chi tiết Bài tập minh hoạ câu 4 5","drive","https://drive.google.com/file/d/1bG5ExTU1P91H43uxVYKn6FppuvzeWNin/view?usp=drive_link","https://drive.google.com/file/d/1bG5ExTU1P91H43uxVYKn6FppuvzeWNin/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"990","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1003 - Lớp 10 - Phân tích lực, Tổng hợp lực, Điều kiện cân bằng vật rắn","IR8zByIdMSv6RYQi4hPt","Video chữa chi tiết Bài tập tự luyện câu 1 4","drive","https://drive.google.com/file/d/1lvj5cWXg1CUiGys8k00vHwamKsZ0PkW5/view?usp=drive_link","https://drive.google.com/file/d/1lvj5cWXg1CUiGys8k00vHwamKsZ0PkW5/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"991","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1003 - Lớp 10 - Phân tích lực, Tổng hợp lực, Điều kiện cân bằng vật rắn","zh84CKkWf2UxZ9loNcz2","Video lý thuyết Lực","drive","https://drive.google.com/file/d/1TfTdloTMl_Shk7kFc7NAoPRyYznBe0xx/view?usp=drive_link","https://drive.google.com/file/d/1TfTdloTMl_Shk7kFc7NAoPRyYznBe0xx/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"992","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1003 - Lớp 10 - Phân tích lực, Tổng hợp lực, Điều kiện cân bằng vật rắn","tOpcefThStTFsVJxpMuK","Video lý thuyết Tổng hợp lực Điều kiện cân bằng","drive","https://drive.google.com/file/d/1L9OauB8Fe5lrhrxjUuY1-MuPiAUOcDgY/view?usp=drive_link","https://drive.google.com/file/d/1L9OauB8Fe5lrhrxjUuY1-MuPiAUOcDgY/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"993","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1004 - Lớp 10 - Chuyển động tròn đều và Lực hướng tâm","xg6G5Q2FC8S9R1VD4IM6","Video chữa chi tiết Bài tập minh hoạ","drive","https://drive.google.com/file/d/1KN-s4vcY5vQTcbdIfo6FNA3EtAGY1-oA/view?usp=drive_link","https://drive.google.com/file/d/1KN-s4vcY5vQTcbdIfo6FNA3EtAGY1-oA/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"994","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1004 - Lớp 10 - Chuyển động tròn đều và Lực hướng tâm","Mdydil8Oy2t7CLM3fije","Video lý thuyết Chuyển động tròn đều Lực hướng tâm","drive","https://drive.google.com/file/d/16bM7_kjCPvwx9RLnAcTSVf_gpfk8c9Eo/view?usp=drive_link","https://drive.google.com/file/d/16bM7_kjCPvwx9RLnAcTSVf_gpfk8c9Eo/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"995","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1005 - Lớp 10 - Moment lực và cân bằng vật rắn","1ngRScXPZsJHmpZwWVYc","Video chữa chi tiết Ví dụ minh hoạ","drive","https://drive.google.com/file/d/146Q3vlUkoihOGbGZNhDAFBIgjsr932IA/view?usp=drive_link","https://drive.google.com/file/d/146Q3vlUkoihOGbGZNhDAFBIgjsr932IA/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"996","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1005 - Lớp 10 - Moment lực và cân bằng vật rắn","HHgUzsDZe6IVomv3wx3V","Video lý thuyết Khái niệm moment lực","drive","https://drive.google.com/file/d/1CTSKwYBHxdmQ9211mZufls7LrVGkdF0O/view?usp=drive_link","https://drive.google.com/file/d/1CTSKwYBHxdmQ9211mZufls7LrVGkdF0O/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"997","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","ÔN TẬP VẬT LÝ LỚP 10 - 11","1005 - Lớp 10 - Moment lực và cân bằng vật rắn","eTlJZnUkCqR1KCNvZlep","Video lý thuyết Cân bằng của vật rắn","drive","https://drive.google.com/file/d/1XIC21t8Da14pZxk3zpZcCdzjYPjBJZ5n/view?usp=drive_link","https://drive.google.com/file/d/1XIC21t8Da14pZxk3zpZcCdzjYPjBJZ5n/view?usp=drive_link","0","","25/4/2026","25/6/2026"
"998","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","VẬT LÝ NHIỆT- Lớp 12","","6EpPTsWxN1jk7THAJeqe","0101 - Cấu trúc của chất","hls","b2:2k9 Lý VNA/2/0101-Cau-truc-cua-chat-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/2/0101-Cau-truc-cua-chat-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","2","Đề thi:https://drive.google.com/file/d/1DcZyf28TjHM5jZJk9zohW8cdqp3nrddx/view?usp=drive_link | Tài liệu:https://drive.google.com/file/d/1n8z14I5XF6B20mnWIYsoie324xB1IRw3/view?usp=drive_link","18/4/2026","25/6/2026"
"999","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","CHINH PHỤC LÝ THUYẾT","CHINH PHỤC LÝ THUYẾT","","RTRT0eO6Ue5HTzPTS6at","CHINH PHỤC LÍ THUYẾT VẬT LÍ NHIỆT BUỔI 1","hls","b2:2k9 Lý VNA/1/CHINH-PHUC-LI-THUYET-VAT-LI-NHIET-BUOI-1-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/1/CHINH-PHUC-LI-THUYET-VAT-LI-NHIET-BUOI-1-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","2","Viết tay:https://drive.google.com/file/d/18fdUhGRhklteG9A6dBzLMvvrbIvusYl_/view?usp=drive_link | Tài liệu:https://drive.google.com/file/d/14R5rbW3sHSdIs21Wg1R4MK2wi2j4-a_j/view?usp=drive_link","20/5/2026","29/6/2026"
"1000","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","SÁCH TINH HOA LÝ THUYẾT","Chữa sách Tinh Hoa Lí Thuyết ","","aw0nolVVBEIdePUi6WhI","Chữa sách Tinh Hoa Lí Thuyết - Đề 21,22,23","hls","b2:2k9 Lý VNA/12/Chua-sach-Tinh-Hoa-Li-Thuyet-de-21-22-23-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/12/Chua-sach-Tinh-Hoa-Li-Thuyet-de-21-22-23-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","tài liệu:https://drive.google.com/file/d/1l9yyARNr6U8udrUr6_QCbVDgoMlXl3N0/view?usp=drive_link","8/7/2026","8/7/2026"
"1001","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","VẬT LÝ NHIỆT- Lớp 12","","UHQU7eGlECNxHGI2mkvm","Chữa bài tập - Vật Lí Nhiệt - Lớp 12: 0101 - Cấu trúc của chất","hls","b2:2k9 Lý VNA/2/Chua-bai-tap-Vat-Li-Nhiet-Lop-12-0101-Cau-truc-cua-chat-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/2/Chua-bai-tap-Vat-Li-Nhiet-Lop-12-0101-Cau-truc-cua-chat-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","18/4/2026","25/6/2026"
"1002","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","SÁCH TINH HOA LÝ THUYẾT","Chữa sách Tinh Hoa Lí Thuyết ","","ouGhS0XA8EnzOJ4LxOZG","Sách Tinh Hoa Lí Thuyết - Đề 24+25+26","hls","b2:2k9 Lý VNA/13/Sach-Tinh-Hoa-Li-Thuyet-de-24-25-26-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/13/Sach-Tinh-Hoa-Li-Thuyet-de-24-25-26-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","tài liệu:https://drive.google.com/file/d/14FYzUY5npjw1_CU6RG4ob3axQiTj4Qem/view?usp=drive_link","9/7/2026","9/7/2026"
"1003","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","CHINH PHỤC LÝ THUYẾT","CHINH PHỤC LÝ THUYẾT","","rt9nAXTu1QkgTcmLvjrX","CHINH PHỤC LÍ THUYẾT VẬT LÍ NHIỆT BUỔI 2","hls","b2:2k9 Lý VNA/2/CHINH-PHUC-LI-THUYET-VAT-LI-NHIET-BUOI-2-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/2/CHINH-PHUC-LI-THUYET-VAT-LI-NHIET-BUOI-2-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","2","Tài liệu:https://drive.google.com/file/d/1wB4fbEBdxgnC8XyZohyoWsaLMYsOimIM/view?usp=drive_link | viết tay:https://drive.google.com/file/d/1I0dDH8EbbtvMUPrRqYssFltT5A0N9gVG/view?usp=drive_link","22/5/2026","29/6/2026"
"1004","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","SÁCH TINH HOA LÝ THUYẾT","Chữa sách Tinh Hoa Lí Thuyết ","","1kgL0WHbcVCtoscpu8OO","Chữa Sách Tinh Hoa Lí Thuyết - Đề 27 + 28","r2","","","0","","10/7/2026",""
"1005","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","VẬT LÝ NHIỆT- Lớp 12","","UmIpCXVJSwETl38w9hf9","Chữa đề thi 0101 (đề để ở trong video lý thuyết)","drive","https://drive.google.com/file/d/1CjYjkInjb0aPvhyCY9Sq9JxHL6EvXNpR/view?usp=drive_link","https://drive.google.com/file/d/1CjYjkInjb0aPvhyCY9Sq9JxHL6EvXNpR/view?usp=drive_link","0","","24/4/2026","25/6/2026"
"1006","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","VẬT LÝ NHIỆT- Lớp 12","","GWXrMwVla2YINSA6JS7d","0102 - Sự chuyển thể của chất","hls","b2:2k9 Lý VNA/2/0102-Su-chuyen-the-cua-chat-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/2/0102-Su-chuyen-the-cua-chat-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","2","Đề:https://drive.google.com/file/d/1QawFpirgdQjjC1OqrnOUW-y_vY4fnW59/view?usp=drive_link | Tài liệu:https://drive.google.com/file/d/1TrMu54OqOkSRORQy0VH5otSLavQgZsWC/view?usp=drive_link","18/4/2026","25/6/2026"
"1007","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I (Đợt 2)","VẬT LÝ NHIỆT- Lớp 12","","P4MOU8T60vxHFJMQ6MqD","Luyện tập bài toán Thang Nhiệt Độ","hls","b2:2k9 Lý VNA/5/Luyen-tap-bai-toan-Thang-Nhiet-do-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/5/Luyen-tap-bai-toan-Thang-Nhiet-do-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","9/6/2026","25/6/2026"
"1008","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","VẬT LÝ NHIỆT- Lớp 12","","igop0SD2F6kX9wmrdiVa","Chữa bài thi online 0102: Sự chuyển thể của chất","hls","b2:2k9 Lý VNA/2/Chua-bai-thi-online-0102-Su-chuyen-the-cua-chat-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/2/Chua-bai-thi-online-0102-Su-chuyen-the-cua-chat-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","18/4/2026","25/6/2026"
"1009","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I","VẬT LÝ NHIỆT- Lớp 12","","4dHy6pGxxCwv0S5sotrc","Chữa đề thi 0102 (đề để ở trong video lý thuyết)","drive","https://drive.google.com/file/d/1fhX66y7QS9ygUC_V6DykWDqyrcqFSqi0/view?usp=drive_link","https://drive.google.com/file/d/1fhX66y7QS9ygUC_V6DykWDqyrcqFSqi0/view?usp=drive_link","0","","24/4/2026","25/6/2026"
"1010","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I (Đợt 2)","VẬT LÝ NHIỆT- Lớp 12","","oZ6HgeW5MqSujPMFwkXD","0104 - Nội năng và định luật 1 nhiệt động lực học","hls","b2:2k9 Lý VNA/7/0104-Noi-nang-va-dinh-luat-1-nhiet-dong-luc-hoc-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/7/0104-Noi-nang-va-dinh-luat-1-nhiet-dong-luc-hoc-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","tài liệu:https://drive.google.com/file/d/1b7jN_YX3hCMH299bN562118XB17oxvaE/view?usp=drive_link","14/6/2026","25/6/2026"
"1011","ly-2k9-vu-ngoc-anh","LÝ 2K9 - VŨ NGỌC ANH","LIVE I (Đợt 2)","VẬT LÝ NHIỆT- Lớp 12","","EBN6xMtTiErpEBmOeDMt","Chữa bài tập 0104 Nội năng","hls","b2:2k9 Lý VNA/9/Chua-bai-tap-0104-Noi-nang-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20L%C3%BD%20VNA/9/Chua-bai-tap-0104-Noi-nang-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","25/6/2026","25/6/2026"
